Location	Name	ID	Count	Slots
General 2-Slot8	Spiderling Silk	13099	3	6
General 2-Slot9	Empty	0	0	0
General 2-Slot10	Empty	0	0	0
General 3	Tailored Immaculate Backpack	124462	1	10
General 3-Slot1	Empty	0	0	0
General 3-Slot2	Mask of Obtenebration	2738	1	6
General 3-Slot2-Slot1	Empty	0	0	0
General 3-Slot3	Empty	0	0	0
General 3-Slot4	Empty	0	0	0
General 3-Slot5	Distillate of Skinspikes VI	96425	20	6
General 3-Slot6	Spider Silk	13041	14	6
General 3-Slot7	Empty	0	0	0
General 3-Slot8	High Quality Cat Pelt	12086	2	6
General 3-Slot9	Empty	0	0	0
General 3-Slot10	Medium Quality Cat Pelt	12085	1	6
General 4	Small Bag	17003	1	4
General 4-Slot1	Empty	0	0	0
General 4-Slot2	Empty	0	0	0
General 4-Slot3	Empty	0	0	0
General 4-Slot4	Empty	0	0	0
General 5	Shadow Chestguard	31127	1	6
General 5-Slot1	Empty	0	0	0
General 5-Slot2	Empty	0	0	0
General 6	Journeyman's Boots	2300	1	6
General 6-Slot1	Empty	0	0	0
General 6-Slot2	Empty	0	0	0
General 7	Backpack*	32601	1	8
General 7-Slot1	Empty	0	0	0
General 7-Slot2	Empty	0	0	0
General 7-Slot3	Eyepatch of the Shadows	25031	1	6
General 7-Slot3-Slot1	Empty	0	0	0
General 7-Slot4	Empty	0	0	0
General 7-Slot5	Bandages*	21779	20	6
General 7-Slot6	Plague Rat Tail	9131	1	6
General 7-Slot7	High Quality Bear Skin	13752	1	6
General 7-Slot8	Empty	0	0	0
General 8	Backpack*	32601	1	8
General 8-Slot1	Empty	0	0	0
General 8-Slot2	Empty	0	0	0
General 8-Slot3	Empty	0	0	0
General 8-Slot4	Mrylokar's Dagger of Vengeance	31224	1	6
General 8-Slot4-Slot1	Empty	0	0	0
General 8-Slot4-Slot2	Empty	0	0	0
General 8-Slot5	Empty	0	0	0
General 8-Slot6	Empty	0	0	0
General 8-Slot7	Empty	0	0	0
General 8-Slot8	Empty	0	0	0
General 9	Large Bag	17004	1	6
General 9-Slot1	Empty	0	0	0
General 9-Slot2	Empty	0	0	0
General 9-Slot3	Empty	0	0	0
General 9-Slot4	Empty	0	0	0
General 9-Slot5	Empty	0	0	0
General 9-Slot6	Empty	0	0	0
General 10	Small Bag	17003	1	4
General 10-Slot1	Empty	0	0	0
General 10-Slot2	Empty	0	0	0
General 10-Slot3	Empty	0	0	0
General 10-Slot4	Empty	0	0	0
Held	Empty	0	0	0
Bank1	Empty	0	0	0
Bank2	Empty	0	0	0
Bank3	Empty	0	0	0
Bank4	Empty	0	0	0
Bank5	Empty	0	0	0
Bank6	Empty	0	0	0
Bank7	Empty	0	0	0
Bank8	Empty	0	0	0
Bank9	Empty	0	0	0
Bank10	Empty	0	0	0
Bank11	Empty	0	0	0
Bank12	Empty	0	0	0
Bank13	Empty	0	0	0
Bank14	Empty	0	0	0
Bank15	Empty	0	0	0
Bank16	Empty	0	0	0
Bank17	Empty	0	0	0
Bank18	Empty	0	0	0
Bank19	Empty	0	0	0
Bank20	Trader's Satchel	17899	1	10
Bank20-Slot1	Shrouded Energeiac Chain Boots	80558	1	6
Bank20-Slot1-Slot1	Empty	0	0	0
Bank20-Slot1-Slot2	Empty	0	0	0
Bank20-Slot1-Slot3	Empty	0	0	0
Bank20-Slot2	Shrouded Energeiac Chain Coif	80559	1	6
Bank20-Slot2-Slot1	Empty	0	0	0
Bank20-Slot2-Slot2	Empty	0	0	0
Bank20-Slot2-Slot3	Empty	0	0	0
Bank20-Slot3	Shrouded Energeiac Chain Gauntlets	80557	1	6
Bank20-Slot3-Slot1	Empty	0	0	0
Bank20-Slot3-Slot2	Empty	0	0	0
Bank20-Slot3-Slot3	Empty	0	0	0
Bank20-Slot4	Shrouded Energeiac Chain Leggings	80561	1	6
Bank20-Slot4-Slot1	Empty	0	0	0
Bank20-Slot4-Slot2	Empty	0	0	0
Bank20-Slot4-Slot3	Empty	0	0	0
Bank20-Slot5	Shrouded Energeiac Chain Sleeves	80560	1	6
Bank20-Slot5-Slot1	Empty	0	0	0
Bank20-Slot5-Slot2	Empty	0	0	0
Bank20-Slot5-Slot3	Empty	0	0	0
Bank20-Slot6	Shrouded Energeiac Chain Wristguard	80556	1	6
Bank20-Slot6-Slot1	Empty	0	0	0
Bank20-Slot6-Slot2	Empty	0	0	0
Bank20-Slot6-Slot3	Empty	0	0	0
Bank20-Slot7	Shrouded Energeiac Chain Coat	80562	1	6
Bank20-Slot7-Slot1	Empty	0	0	0
Bank20-Slot7-Slot2	Empty	0	0	0
Bank20-Slot7-Slot3	Empty	0	0	0
Bank20-Slot8	Shrouded Energeiac Chain Wristguard	80556	1	6
Bank20-Slot8-Slot1	Empty	0	0	0
Bank20-Slot8-Slot2	Empty	0	0	0
Bank20-Slot8-Slot3	Empty	0	0	0
Bank20-Slot9	Empty	0	0	0
Bank20-Slot10	Empty	0	0	0
Bank21	Empty	0	0	0
Bank22	Empty	0	0	0
Bank23	Empty	0	0	0
Bank24	Empty	0	0	0
SharedBank1	Trader's Satchel	17899	1	10
SharedBank1-Slot1	Distillate of Skinspikes V	96424	8	6
SharedBank1-Slot2	Distillate of Skinspikes IV	96423	8	6
SharedBank1-Slot3	Distillate of Skinspikes VI	96425	20	6
SharedBank1-Slot4	Distillate of Skinspikes VI	96425	20	6
SharedBank1-Slot5	Distillate of Skinspikes VI	96425	20	6
SharedBank1-Slot6	Distillate of Skinspikes VI	96425	20	6
SharedBank1-Slot7	Empty	0	0	0
SharedBank1-Slot8	Empty	0	0	0
SharedBank1-Slot9	Empty	0	0	0
SharedBank1-Slot10	Empty	0	0	0
SharedBank2	Rebreather	16889	1	6
SharedBank2-Slot1	Empty	0	0	0
SharedBank2-Slot2	Empty	0	0	0
SharedBank3	Sebilisian Dagger Ornamentation	43517	1	6
SharedBank4	Empty	0	0	0
SharedBank5	Empty	0	0	0
SharedBank6	Empty	0	0	0
