RealEstateLocation	RealEstateName	ItemName	ItemOwner	Status	ID	Count
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Dwerium Trio Veil	Nuldaan	Stored	37797	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Earring of Lethargic Rage	Nuldaan	Stored	120007	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Earring of Unseen Horrors	Nuldaan	Stored	26980	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Elegant Silvery Ring	Nuldaan	Stored	62176	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Enameled Black Helm	Nuldaan	Stored	41423	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Enameled Blackened Bracer	Nuldaan	Stored	41419	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Enticing Ruby Earring	Nuldaan	Stored	62277	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Eon Hardened Leather Leggings	Nuldaan	Stored	104419	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Eon Linked Chain Gauntlets	Nuldaan	Stored	104408	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Eon Hardened Leather Tunic	Nuldaan	Stored	104420	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Eon Linked Chain Sleeves	Nuldaan	Stored	104411	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Fabled Tattered Mantle	Nuldaan	Stored	82751	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Fiercely Hooked Claw	Nuldaan	Stored	70232	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Flametouched Mask	Nuldaan	Stored	101029	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Flayed Tentacle Choker	Nuldaan	Stored	70294	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gem Embedded Earthbound Stone	Nuldaan	Stored	105878	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Girdle of the Feartouched Arachnid	Nuldaan	Stored	120038	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Athlai Leggings	Nuldaan	Stored	41985	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Gossamer Gloves	Nuldaan	Stored	41491	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Gossamer Wristband	Nuldaan	Stored	41488	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Othni Hat	Nuldaan	Stored	41990	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Othni Leggings	Nuldaan	Stored	41992	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Othni Sleeves	Nuldaan	Stored	41991	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Othni Tunic	Nuldaan	Stored	41993	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Othni Wristband	Nuldaan	Stored	41987	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnoll's Gnawbone	Nuldaan	Stored	51901	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Boots	Nuldaan	Stored	41437	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Bracer	Nuldaan	Stored	42291	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Gauntlets	Nuldaan	Stored	41436	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Leggings	Nuldaan	Stored	42297	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Leggings	Nuldaan	Stored	41440	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Wristguard	Nuldaan	Stored	41435	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Leather Armwraps	Nuldaan	Stored	41431	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Leather Helm	Nuldaan	Stored	41430	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Leather Tunic	Nuldaan	Stored	41433	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Griffon Bone Earring	Nuldaan	Stored	46386	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Griffon Down Cloak	Nuldaan	Stored	46384	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Guise of the Blighted	Nuldaan	Stored	105523	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Hammer Emblazoned Sleeves	Nuldaan	Stored	11403	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Hardened Energeiac Leather Wristguard	Nuldaan	Stored	80542	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Healer's Gorget of Aid	Nuldaan	Stored	120334	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Heart Guard Breastplate	Nuldaan	Stored	83383	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Helm of the Fallen Saint	Nuldaan	Stored	83560	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Midnight Drolvarg Cloak	Nuldaan	Stored	46187	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Leather Boots	Nuldaan	Stored	41429	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Helm of Senselessness	Nuldaan	Stored	61222	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Hooded Cloak of Dark Rites	Nuldaan	Stored	43299	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Kelp Cap of the Weaver	Nuldaan	Stored	62276	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Living Bone Gorget	Nuldaan	Stored	105534	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Boots	Nuldaan	Stored	41467	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Bracer	Nuldaan	Stored	41463	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Bracer	Nuldaan	Stored	41463	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Bracer	Nuldaan	Stored	41463	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Breastplate	Nuldaan	Stored	41471	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Gauntlets	Nuldaan	Stored	41466	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Greaves	Nuldaan	Stored	41470	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Helm	Nuldaan	Stored	41468	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Vambraces	Nuldaan	Stored	41469	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Osh`vir`s Whisperwind Armwraps	Nuldaan	Stored	53404	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Osh`vir`s Whisperwind Wristguard	Nuldaan	Stored	53405	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Pauldrons of the Eternal Storm	Nuldaan	Stored	79895	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Polished Blue Softstone	Nuldaan	Stored	80030	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lump of Resounding Clay	Nuldaan	Stored	105542	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Miniature Nosering	Nuldaan	Stored	62279	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Moonfire Cape of Ages	Nuldaan	Stored	101532	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Moonlight Cape	Nuldaan	Stored	101032	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Nestor's Cloak	Nuldaan	Stored	46354	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Pulsing Onyx Ring	Nuldaan	Stored	26993	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ring of Blood	Nuldaan	Stored	46496	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ring of Severed Power	Nuldaan	Stored	46591	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ring of Flowing Slime	Nuldaan	Stored	27817	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rubicite-Linked Coat	Nuldaan	Stored	41479	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rubicite-Linked Vambraces	Nuldaan	Stored	41477	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rusted Ring of Power	Nuldaan	Stored	62271	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sharp Fang Earring	Nuldaan	Stored	80175	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shimmering Scale Bracer	Nuldaan	Stored	62263	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shiny Metallic Sleeves	Nuldaan	Stored	41416	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shiny Metallic Slippers	Nuldaan	Stored	42278	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Signet of Fiel'Tian	Nuldaan	Stored	79887	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Signet of Wegar	Nuldaan	Stored	101007	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Silverwing Cloak	Nuldaan	Stored	79639	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Simple Coral Bracelet	Nuldaan	Stored	62272	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sinister Ring of Chromatic Reflection	Nuldaan	Stored	102765	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Slick Oil-Ring of Protection	Nuldaan	Stored	102532	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sork's Metastatic Mantle	Nuldaan	Stored	60377	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sork's Aural Attenuator	Nuldaan	Stored	60372	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sork's Resonating Wrap	Nuldaan	Stored	60379	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Soul-Imbued Ring	Nuldaan	Stored	70269	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Square Cut Prestidigitase Palladium Earring	Nuldaan	Stored	95408	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sublime Chest Symbol of Storms	Nuldaan	Stored	35539	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sublime Legging Symbol of Storms	Nuldaan	Stored	35556	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sublime Chest Symbol of Terror	Nuldaan	Stored	35535	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sublime Vicious Symbol of Hate	Nuldaan	Stored	48792	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Thrallmaster Belt	Nuldaan	Stored	106040	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Thundercrash Girdle	Nuldaan	Stored	71657	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Unneksteel Pinion Gear	Nuldaan	Stored	60423	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Twisted Leaf Earring	Nuldaan	Stored	105512	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Vested Firesoul Plate Boots	Nuldaan	Stored	103568	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Vitallium Primalelement Wristband	Nuldaan	Stored	110164	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Woven Kelp Sandals	Nuldaan	Stored	62275	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Wallwalker's Helm	Nuldaan	Stored	70196	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Mundunugu Rawl's Earring	Nuldaan	Stored	106001	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Hardslime Bauble	Nuldaan	Stored	105522	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Zraxthril's Studded Earring	Nuldaan	Stored	79889	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sleeves of the White Lotus	Nuldaan	Stored	71409	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Royal Amulet of Takish-Hiz	Nuldaan	Stored	43413	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Mask of Malediction	Nuldaan	Stored	25054	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sand Eroded Shell	Nuldaan	Stored	40221	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Corrupted Diamond Amulet	Nuldaan	Stored	79891	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Swamp Stained Mask	Nuldaan	Stored	32963	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Luminant Heraldic Bracer	Nuldaan	Stored	23881	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Veil of the Fallen Spirit	Nuldaan	Stored	40121	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Othni Tunic	Runkin	Stored	41993	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Fabled Fungus Covered Scale Tunic	Runkin	Stored	82712	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Enigmatic Remnant of Truth	Runkin	Stored	56207	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Enigmatic Remnant of Truth	Runkin	Stored	56207	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shroud of the Fallen Defender	Runkin	Stored	70208	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Enigmatic Robe of the Thaumaterge	Runkin	Stored	122170	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Vadd's Boots of Elite Combat	Runkin	Stored	68853	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Stonebladed Axe of Dismay	Runkin	Stored	41390	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Simple Coral Bracelet	Talarion	Stored	62272	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Marvelous Stone Ring	Talarion	Stored	62281	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Leather Greaves of Civility	Talarion	Stored	62273	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Fabled Fungus Covered Scale Tunic	Talarion	Stored	82712	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Suit of Wretchful Trollish Leather	Trammek	Stored	138976	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Eon Woven Cloth Gloves	Trammek	Stored	104422	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Mana Robe	Trammek	Stored	1606	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Gossamer Wristband	Trammek	Stored	41488	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Decayed Chain Links	Trammek	Stored	16613	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Stonewall Pauldrons	Trammek	Stored	101003	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sork's Resonating Wrap	Trammek	Stored	60379	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sork's Aural Attenuator	Trammek	Stored	60372	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gnollish Chain Boots	Trammek	Stored	41437	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Earring of the Arts	Naraew	Stored	46619	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glowing Gossamer Robe	Naraew	Stored	41496	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Inquisitor's Cape	Naraew	Stored	105516	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Darkened Runed Cowl	Naraew	Stored	41313	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Boots of Flowing Slime	Naraew	Stored	41384	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shiny Metallic Sleeves	Naraew	Stored	42280	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Mask of the Chetari	Trammek	Stored	133165	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Everliving Bramble Tunic	Trammek	Stored	39921	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Fabled Mask of the Insightful	Trammek	Stored	76085	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ethereal Silversilk Wristwraps	Trammek	Stored	89775	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Circled Toe Bones	Trammek	Stored	10236	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Stone Hoop	Trammek	Stored	46457	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sunderspring Boots	Trammek	Stored	46482	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Havoc Loop	Trammek	Stored	79874	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Skirmisher's Shoulderguards	Trammek	Stored	79880	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Drowned Man's Hair	Trammek	Stored	80119	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shrunken Skull Earring	Trammek	Stored	40095	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Zraxthril's Studded Earring	Trammek	Stored	79889	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ethereal Silversilk Wristwraps	Trammek	Stored	89775	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ethereal Silversilk Wristwraps	Trammek	Stored	89775	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Archaic Cloth Robe	Trammek	Stored	103327	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Stone of Departed Spirits	Trammek	Stored	51898	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Decaying Orb of the Green Legion	Trammek	Stored	46533	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Chipped Ring of Bloodcalling	Trammek	Stored	70205	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Blackened Ukun Hide Cloak	Trammek	Stored	79892	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Hak`Leth's Ancient Tablet	Trammek	Stored	87174	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Glossy Silk Wristband	Trammek	Stored	100221	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shard of Phosphorescent Power	Trammek	Stored	80398	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Hate Forged Pauldrons	Trammek	Stored	40269	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Cloak of the Grey Mist	Trammek	Stored	70118	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ringlet of the Fallen Spirit	Trammek	Stored	79890	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Executioner's Choker	Trammek	Stored	120015	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ring of the Fearborn	Trammek	Stored	120354	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Piercing Ring of the Torturer	Nuldaan	Stored	83594	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Azure Slippers of the Diplomat	Nuldaan	Stored	83575	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ikaav Chaos Cloak	Nuldaan	Stored	79893	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Blacklink Band	Nuldaan	Stored	70141	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Cloak of Deadly Rage	Nuldaan	Stored	39286	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Azure Breeches of the Diplomat	Nuldaan	Stored	83610	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Azure Robe of the Diplomat	Nuldaan	Stored	83606	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Greaves	Tarvall	Stored	41470	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Lost Rubicite Gauntlets	Tarvall	Stored	41466	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Hat	Tarvall	Stored	80594	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Gloves	Tarvall	Stored	80592	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Robe	Tarvall	Stored	80597	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Pantaloons	Tarvall	Stored	80596	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rugged Energeiac Plate Helm	Tarvall	Stored	80503	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rugged Energeiac Plate Vambraces	Tarvall	Stored	80504	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rugged Energeiac Plate Greaves	Tarvall	Stored	80505	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Wristband	Tarvall	Stored	80591	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Wristband	Tarvall	Stored	80591	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Sleeves	Tarvall	Stored	80595	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ring of the Beast	Tarvall	Stored	47292	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rugged Energeiac Plate Boots	Tarvall	Stored	80502	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rugged Energeiac Plate Bracer	Tarvall	Stored	80500	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rugged Energeiac Plate Bracer	Tarvall	Stored	80500	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Gleam	Alandross	Stored	106044	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Inquisitor's Cape	Alandross	Stored	105516	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Felmight Gorget	Alandross	Stored	101002	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sliverthread Cloak	Alandross	Stored	101004	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Darkwood Bow of Suffering	Alandross	Stored	40074	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Boots of Slaughter	Alandross	Stored	70195	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Refined Energeiac Silk Slippers	Chaosreaper	Stored	80593	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Rusted Wicked Faceguard	Chaosreaper	Stored	52055	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Constricting Cuirass	Chaosreaper	Stored	52056	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Insidious Twisted Cord	Chaosreaper	Stored	52050	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Fabled Chestplate of Vindication	Chaosreaper	Stored	46041	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Innoruuk's Black Rose Head Ornament	Talarion	Stored	77978	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Innoruuk's Black Rose Head Ornament	Talarion	Stored	77978	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Innoruuk's Black Rose Head Ornament	Talarion	Stored	77978	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Innoruuk's Black Rose Head Ornament	Talarion	Stored	77978	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Erollisi's Twin Hearts Head Ornament	Talarion	Stored	77977	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Erollisi's Arrow Head Ornament	Talarion	Stored	77975	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Erollisi's Arrow Head Ornament	Talarion	Stored	77975	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sylvan Plate Legs Ornament	Talarion	Stored	87693	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Sylvan Cloth Helm Ornament	Talarion	Stored	87709	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Coral Encrusted Vambraces	Talarion	Stored	62267	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Woven Kelp Sandals	Talarion	Stored	62275	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Silver Steel Gauntlets	Talarion	Stored	25078	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Shimmering Scale Bracer	Talarion	Stored	62263	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Silverwing Cloak	Talarion	Stored	79639	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Ikaav Chaos Cloak	Talarion	Stored	79893	1
Plot	Chivalry Village, 111 Vanward Street, Three Room House	Heart of Ice	Talarion	Stored	46588	1
